"","OPEID6","INSTNM","STATE","CONTROL","NOTWORKING","WORKING","MEAN_EARNINGS","MEDIAN_EARNINGS","PERCENT10_EARNINGS","PERCENT25_EARNINGS","PERCENT75_EARNINGS","PERCENT90_EARNINGS","MEDIAN_DEBT","NUM_DEBT","TUITION","DEFAULT2","YEAR"
"215",1191,"Diablo Valley College","CA",1,191,869,46100,42200,6400,20200,63000,89100,3500,280,NA,0.071,2007
"216",1196,"Dominican University of California","CA",2,60,401,55900,51700,12500,29400,75700,102800,11125,772,NA,0.02,2007
"217",22260,"East Los Angeles College","CA",1,280,1844,38400,34300,7900,20100,51500,71200,3600,289,NA,0.088,2007
"218",1197,"El Camino Community College District","CA",1,355,1929,39400,34300,7400,16300,53300,73600,3500,506,NA,0.085,2007
"219",9032,"Empire College","CA",3,178,643,38800,36800,4700,17200,53000,72700,7458,537,NA,0.215,2007
"220",12452,"Evergreen Valley College","CA",1,182,766,42200,38100,6400,17500,57900,82400,4125,132,NA,0.074,2007
"221",11112,"Fashion Institute of Design & Merchandising-Los Angeles","CA",3,414,1749,40000,34600,5200,16500,55200,80100,6125,4630,NA,0.05,2007
"222",11112,"Fashion Institute of Design & Merchandising-San Francisco","CA",3,414,1749,40000,34600,5200,16500,55200,80100,6125,4630,NA,0.05,2007
"223",11112,"Fashion Institute of Design & Merchandising-Orange County","CA",3,414,1749,40000,34600,5200,16500,55200,80100,6125,4630,NA,0.05,2007
"224",8597,"Feather River Community College District","CA",1,41,159,28900,22800,3600,10300,40600,55300,3500,271,NA,0.168,2007
"225",7253,"Federico Beauty Institute","CA",3,39,158,26200,18600,2800,8300,38700,57400,4825,321,NA,0.048,2007
"226",1199,"Foothill College","CA",1,86,472,60800,50600,9700,24700,89700,120000,4807.5,412,NA,0.047,2007
"227",1307,"Fresno City College","CA",1,784,3853,34000,29600,5000,14600,45800,69800,2625,1488,NA,0.135,2007
"228",1253,"Fresno Pacific University","CA",2,44,349,51300,48800,10700,26100,62700,94700,10500,1105,NA,0.02,2007
"229",1201,"Fullerton College","CA",1,250,1205,41900,35300,6200,17600,55700,83600,3500,810,NA,0.096,2007
"230",12027,"Galen College of Medical and Dental Assistants","CA",3,128,636,25700,24900,3700,13200,34900,46900,3355,343,NA,0.066,2007
"231",12027,"Galen College of Medical and Dental Assistants","CA",3,128,636,25700,24900,3700,13200,34900,46900,3355,343,NA,0.066,2007
"232",1202,"Gavilan College","CA",1,91,377,35300,31000,2600,11900,51700,74200,3500,165,NA,0.135,2007
"233",22319,"Gemological Institute of America-Carlsbad","CA",2,30,120,47400,47700,6300,20100,64300,83000,5764,210,NA,0.016,2007
"234",1203,"Glendale Community College","CA",1,391,1877,38000,33100,6800,14800,52000,76200,3544,295,NA,0.047,2007
"235",23385,"Glendale Career College","CA",3,423,2076,34600,31500,4900,14700,47000,66300,6625,938,NA,0.096,2007
"236",1205,"Golden Gate University-San Francisco","CA",2,39,209,72900,62900,17200,42300,95200,126000,10500,310,NA,0.021,2007
"237",1206,"Golden West College","CA",1,396,1367,39500,32900,5700,14700,54400,78800,3062,678,NA,0.132,2007
"238",1208,"Grossmont College","CA",1,398,1758,39800,34200,5600,16500,54400,80600,2625,770,NA,0.072,2007
"239",1209,"Hartnell College","CA",1,155,815,39200,33500,6500,17700,52600,75400,2625,91,NA,0.088,2007
"240",1171,"Harvey Mudd College","CA",2,14,162,89600,85900,19300,48000,109500,141300,12716,211,NA,0,2007
"241",7477,"Heald College-Rancho Cordova","CA",3,133,744,36600,35500,6500,18100,50500,64700,4076.5,830,NA,0.104,2007
"242",8093,"Heald College-Fresno","CA",3,123,645,35200,32900,7100,18000,46000,65100,5280,1270,NA,0.16,2007
"243",25932,"Heald College-San Jose","CA",3,115,820,54400,52100,10900,27600,76400,96100,6125,1067,NA,0.113,2007
"244",7234,"Heald College-San Francisco","CA",3,302,1841,43200,39800,9700,24500,57200,78100,5334,2003,NA,0.073,2007
"245",21875,"Heald College-Concord","CA",3,130,655,58800,55700,13700,34200,77800,100600,6125,1068,NA,0.091,2007
"246",1183,"Holy Names University","CA",2,27,172,63700,57000,15200,35500,82900,120100,10500,428,NA,0.039,2007
"247",1149,"Humboldt State University","CA",1,222,1701,43300,40200,9500,22100,58300,78000,9454,3258,NA,0.03,2007
"248",1212,"Humphreys College-Stockton and Modesto Campuses","CA",2,112,365,34000,30500,4700,14400,45700,64400,7176,525,NA,0.055,2007
"249",21283,"Institute for Business and Technology","CA",3,164,615,39700,35200,5600,16400,52900,79100,6625,1814,NA,0.157,2007
"250",23124,"LA College International","CA",3,41,171,44300,38900,9500,23800,59400,82200,4938.5,226,NA,0.11,2007
"251",25395,"Irvine Valley College","CA",1,196,781,45800,38500,6600,18000,59700,91300,4074,295,NA,0.097,2007
"252",22916,"ITT Technical Institute-National City","CA",3,102,920,48800,47200,12600,28900,65800,83800,6625,1265,NA,0.078,2007
"253",22915,"ITT Technical Institute-San Dimas","CA",3,97,894,48200,44900,11200,27400,64500,86000,7708.5,1484,NA,0.095,2007
"254",23219,"ITT Technical Institute-Orange","CA",3,131,1046,50500,48600,11500,28000,68600,88500,7500,882,NA,0.055,2007
"255",1308,"Reedley College","CA",1,345,1860,33200,28600,6000,15800,45000,63200,2625,521,NA,0.104,2007
"256",23276,"Argosy University-The Art Institute of California-San Diego","CA",3,37,223,43400,35900,5200,20300,54000,76000,7500,2217,NA,0.042,2007
"257",1216,"University of La Verne","CA",2,111,1189,63700,60800,15900,38100,80000,107900,10750,2668,NA,0.017,2007
"258",12907,"Lake Tahoe Community College","CA",1,47,144,37100,25900,3600,13500,46300,76300,3500,91,NA,0.192,2007
"259",1266,"Laney College","CA",1,416,1171,35800,30500,4100,11900,51000,72400,3500,159,NA,0.136,2007
"260",1217,"Lassen Community College","CA",1,113,298,36900,30000,6700,14500,48200,67200,3012,243,NA,0.179,2007
"261",1215,"La Sierra University","CA",2,66,461,53300,51000,9900,26900,74900,96900,6625,908,NA,0.038,2007
"262",1218,"Loma Linda University","CA",2,44,527,73100,71800,26400,46800,92100,114400,12833,904,NA,0.001,2007
"263",1219,"Long Beach City College","CA",1,841,3478,35900,31200,5400,15300,49100,71200,3500,1440,NA,0.103,2007
"264",1224,"Los Angeles Harbor College","CA",1,242,1041,39100,34500,5800,16900,52500,78200,3500,199,NA,0.057,2007
"265",1226,"Los Angeles Pierce College","CA",1,186,845,43900,37300,6100,15700,59000,86400,3500,526,NA,0.081,2007
"266",1228,"Los Angeles Valley College","CA",1,251,1243,41600,36900,7300,18100,54700,82700,3063,287,NA,0.084,2007
"267",1220,"The Master's College and Seminary","CA",2,84,327,49000,45800,5400,22200,67100,93000,9000,618,NA,0.013,2007
"268",1223,"Los Angeles City College","CA",1,647,1554,34200,29200,5400,13200,47200,69700,3500,757,NA,0.116,2007
"269",12550,"Los Angeles Mission College","CA",1,79,381,36300,33800,6300,17000,49900,67100,3500,123,NA,0.066,2007
"270",10340,"Los Medanos College","CA",1,160,509,36500,28900,5800,14300,49400,74700,3500,71,NA,0,2007
"271",11649,"Loyola Marymount University","CA",2,128,1258,68300,59400,16300,40900,83800,118300,13563,1967,NA,0.01,2007
"272",25464,"MTI Business College Inc","CA",3,65,191,24800,23700,1800,8500,36000,48700,4969,243,NA,0.048,2007
"273",12912,"MTI College","CA",3,145,743,49100,44000,7500,22400,65700,93200,6261,1038,NA,0.144,2007
"274",23519,"Brightwood College-Sacramento","CA",3,35,107,33200,29600,2800,13900,45000,62100,6625,1775,NA,0.149,2007
"275",20917,"Brightwood College-San Diego","CA",3,262,1344,39300,34700,6100,19900,52300,78100,6625,1750,NA,0.06,2007
"276",25490,"Brightwood College-Vista","CA",3,166,789,29800,27600,4800,13600,39800,57300,6625,2218,NA,0.117,2007
"277",1178,"College of Marin","CA",1,122,479,46800,37300,5100,16600,61800,94900,3500,422,NA,0.107,2007
"278",7476,"Marinello Schools of Beauty-Los Angeles","CA",3,97,286,19300,16200,3600,8300,26600,38600,4691,2741,NA,0.135,2007
"279",10474,"Marymount California University","CA",2,45,250,49700,44400,8800,24900,66400,91900,5250,285,NA,0.048,2007
"280",11672,"Mendocino College","CA",1,133,442,32000,28000,4100,13100,42700,61700,3500,160,NA,0.085,2007
"281",1236,"Menlo College","CA",2,23,193,65100,57200,12400,33700,82900,119600,9000,358,NA,0.092,2007
"282",1267,"Merritt College","CA",1,118,502,40300,33500,5200,16100,53200,84300,3800,182,NA,0,2007
"283",1238,"Mills College","CA",2,36,272,48800,44400,8600,21500,66000,85800,11000,603,NA,0.013,2007
"284",1239,"MiraCosta College","CA",1,165,552,36900,32600,3300,13300,50800,72200,2625,322,NA,0.112,2007
"285",21191,"Mission College","CA",1,108,474,46400,39100,6500,19600,64800,89400,3500,157,NA,0.126,2007
"286",25391,"Brightwood College-North Hollywood","CA",3,113,536,40000,35700,8000,21100,51900,75500,6625,1517,NA,0.156,2007
"287",1242,"Monterey Peninsula College","CA",1,148,419,38400,31700,4200,14100,52100,81800,4000,243,NA,0.099,2007
"288",7115,"Moorpark College","CA",1,129,591,46100,41000,6500,19400,65500,87400,3500,375,NA,0.067,2007
"289",1245,"Mt San Antonio College","CA",1,318,1810,41700,35600,7400,18800,55200,81400,3500,352,NA,0.062,2007
"290",1243,"Mount Saint Mary's University","CA",2,71,740,60600,54100,13700,35100,82000,111500,13844,1283,NA,0.038,2007
"291",1246,"Mt San Jacinto Community College District","CA",1,224,840,38800,29700,4900,13300,51400,77000,4000,766,NA,0.166,2007
"292",21618,"Musicians Institute","CA",3,56,225,34500,30100,5400,13200,45100,70700,4958,970,NA,0.118,2007
"293",1247,"Napa Valley College","CA",1,86,437,43900,39800,5000,20400,59700,87800,4500,155,NA,0.033,2007
"294",11024,"Everest College-San Francisco","CA",3,100,760,39600,39600,7400,22500,52100,67600,6625,3296,NA,0.124,2007
"295",11109,"Everest College-Reseda","CA",3,134,626,30600,29600,5900,15300,41900,53700,6625,1456,NA,0.173,2007
"296",7606,"Everest College-LA Wilshire","CA",3,73,539,32200,31800,6300,19400,42300,54900,6625,1075,NA,0.149,2007
"297",12061,"Everest College-San Jose","CA",3,94,481,38800,33600,5700,16900,52700,78100,6625,750,NA,0.128,2007
"298",11123,"Everest College-Gardena","CA",3,95,667,31600,29600,7400,16300,42200,54300,6625,2480,NA,0.141,2007
"299",8090,"Everest College-Alhambra","CA",3,157,713,29400,27400,5000,14900,40400,53600,6625,1670,NA,0.122,2007
"300",4494,"Everest College-San Bernardino","CA",3,83,279,28700,28400,4200,13200,39800,51000,6625,1504,NA,0.139,2007
"301",25423,"National Holistic Institute","CA",3,172,524,35000,26900,4000,11900,50000,73700,6625,847,NA,0.072,2007
"302",11460,"National University","CA",2,489,4154,61500,61700,15000,38700,78600,102200,6073,5490,NA,0.018,2007
"303",12872,"North-West College-Pomona","CA",3,64,347,28100,26700,5000,16500,37500,48000,6625,247,NA,0.09,2007
"304",11707,"North-West College-West Covina","CA",3,94,530,31200,29900,5900,14200,42200,55300,4623,189,NA,0.093,2007
"305",25916,"North-West College-Pasadena","CA",3,29,142,29500,29600,5100,14300,40100,52000,4382,68,NA,0.162,2007
"306",1179,"Notre Dame de Namur University","CA",2,43,279,60900,55400,11500,32200,78900,111300,13250,551,NA,0.023,2007
"307",1249,"Occidental College","CA",2,31,408,59800,54600,12800,35200,70900,94200,11625,452,NA,0.021,2007
"308",4481,"Ohlone College","CA",1,65,353,50400,42900,6700,18700,70100,101000,5250,201,NA,0.076,2007
"309",1250,"Orange Coast College","CA",1,333,1700,43200,37400,6200,17400,60600,83100,3500,894,NA,0.073,2007
"310",1251,"Otis College of Art and Design","CA",2,40,294,53100,43600,8000,21300,75900,103300,17125,485,NA,0.02,2007
"311",1252,"Hope International University","CA",2,53,323,43200,38500,9700,22200,58700,79400,8344,530,NA,0.032,2007
"312",7930,"Concorde Career College-San Diego","CA",3,90,412,31100,29800,5500,14900,41400,55900,6625,1103,NA,0.084,2007
"313",1255,"Pacific Oaks College","CA",2,17,143,45900,48300,5500,26400,62700,80300,15500,213,NA,0.013,2007
"314",1258,"Pacific Union College","CA",2,62,588,60300,53600,10600,28700,81200,116300,10500,846,NA,0.026,2007
"315",1329,"University of the Pacific","CA",2,87,1036,73900,61600,20000,39300,96800,142700,11125,1532,NA,0.006,2007
"316",1260,"Palomar College","CA",1,219,807,40900,35500,6300,17800,56800,78800,2665,487,NA,0.15,2007
"317",1261,"Pasadena City College","CA",1,373,2161,41600,37200,7800,20300,55600,78700,3000,443,NA,0.101,2007
"318",4490,"Patten University","CA",2,63,213,38100,30400,3000,14300,52300,78600,6125,246,NA,0.063,2007
"319",10149,"Pepperdine University","CA",2,103,823,76200,64700,15400,38000,96400,143300,15250,1188,NA,0.006,2007
"320",1172,"Pitzer College","CA",2,15,203,54000,47700,11000,26400,68800,102200,8524,213,NA,0.013,2007
"321",23043,"Platt College-San Diego","CA",3,85,303,41800,37900,7600,18700,58200,80600,12786.5,278,NA,0.062,2007
"322",1262,"Point Loma Nazarene University","CA",2,123,772,50800,47600,9300,25500,70100,92400,11750,1496,NA,0.009,2007
"323",1173,"Pomona College","CA",2,33,265,69100,52500,15000,31200,87500,137400,6077,117,NA,0,2007
"324",1284,"Santa Ana College","CA",1,326,1455,40200,35600,7500,18500,53000,74700,3500,401,NA,0.066,2007
"325",1322,"University of Redlands","CA",2,111,1209,64700,60900,16400,39000,82000,108200,12055,1852,NA,0.008,2007
"326",1185,"College of the Redwoods","CA",1,452,1328,31800,27200,4000,11500,45100,64000,3500,866,NA,0.154,2007
"327",1269,"Rio Hondo College","CA",1,264,1751,41000,36300,7900,19100,55100,79700,3500,395,NA,0.093,2007
"328",1270,"Riverside City College","CA",1,503,2290,37500,31800,5200,15500,52200,76700,3500,678,NA,0.076,2007
"329",1233,"Sacramento City College","CA",1,459,1918,38400,34300,5300,16800,52000,74700,3750,1058,NA,0.068,2007
"330",8918,"Saddleback College","CA",1,185,737,45100,37200,5800,17600,60600,88700,3500,381,NA,0.117,2007
"331",7012,"Samuel Merritt University","CA",2,13,139,90100,91400,29400,60100,113700,145200,15750,404,NA,0.006,2007
"332",1273,"San Diego City College","CA",1,664,2310,32600,28300,4100,13700,46100,65300,2889.5,1310,NA,0.115,2007
"333",30106,"Golf Academy of America-Carlsbad","CA",3,188,1063,32700,28500,6800,16100,42900,61200,5202,10054,NA,0.076,2007
"334",1275,"San Diego Mesa College","CA",1,397,1940,41600,36400,6500,18700,56400,79100,3396,1077,NA,0.078,2007
"335",11820,"San Diego Miramar College","CA",1,99,491,42700,36800,6500,19200,60500,82400,2665,393,NA,0.09,2007
"336",1151,"San Diego State University","CA",1,656,6666,55300,51400,13100,31800,71200,95700,9000,9459,NA,0.016,2007
"337",10395,"University of San Diego","CA",2,115,1227,68700,58900,16000,37500,84900,124800,11406.5,1464,NA,0.009,2007
"338",3948,"San Francisco Art Institute","CA",2,54,185,33300,26500,3000,12100,43600,71500,12500,245,NA,0.044,2007
"339",1154,"San Francisco State University","CA",1,643,4982,54800,50600,14000,31100,71100,96700,10500,8452,NA,0.032,2007
"340",1325,"University of San Francisco","CA",2,136,1484,74500,66400,20500,43400,97400,133700,14375,2341,NA,0.016,2007
"341",1280,"San Joaquin Delta College","CA",1,765,2733,34800,30200,4500,13600,46700,69700,3500,1100,NA,0.124,2007
"342",21207,"San Joaquin Valley College-Visalia","CA",3,410,2068,34000,29800,5300,15300,44800,68100,6725,6152,NA,0.114,2007
"343",21207,"San Joaquin Valley College-Bakersfield","CA",3,410,2068,34000,29800,5300,15300,44800,68100,6725,6152,NA,0.114,2007
"344",1281,"William Jessup University","CA",2,31,157,49500,41000,10800,23300,65900,99500,13495,363,NA,0.015,2007
"345",1282,"San Jose City College","CA",1,200,686,36400,32700,4000,15100,52600,68800,3031,104,NA,0.058,2007
"346",1155,"San Jose State University","CA",1,478,4091,61600,57100,13800,34500,81200,108900,5500,5210,NA,0.024,2007
"347",1181,"College of San Mateo","CA",1,137,513,51400,46500,8000,22600,69200,98000,2625,105,NA,0,2007
"348",25779,"Santa Barbara Business College-Bakersfield","CA",3,123,435,25400,23600,2000,10800,34900,48700,6625,687,NA,0.15,2007
"349",30727,"Westwood College-Los Angeles","CA",3,30,130,39300,36600,6200,20800,54500,75100,8662,2702,NA,0.092,2007
"350",25780,"Santa Barbara Business College-Santa Maria","CA",3,77,379,28200,25500,3500,12500,38300,53200,6625,287,NA,0.047,2007
"351",1285,"Santa Barbara City College","CA",1,235,1148,41300,35200,5400,17000,55500,84800,3500,1112,NA,0.087,2007
"352",1326,"Santa Clara University","CA",2,80,1059,81400,72100,23600,47700,102800,146600,11625,1185,NA,0.007,2007
"353",1286,"Santa Monica College","CA",1,424,1987,42800,35300,6700,17100,56800,84500,3500,561,NA,0.098,2007
"354",1287,"Santa Rosa Junior College","CA",1,374,1421,42700,36700,5900,17900,57600,86100,3500,771,NA,0.094,2007
"355",1174,"Scripps College","CA",2,15,147,55200,50300,13500,31600,70100,97400,10375,205,NA,0,2007
"356",7190,"Wyotech-Fremont","CA",3,306,1261,43400,40200,6500,19200,62200,83800,7125,2227,NA,0.117,2007
"357",1186,"College of the Sequoias","CA",1,403,1892,34200,30000,5100,15500,47000,66800,2875.5,202,NA,0.04,2007
"358",1289,"Shasta College","CA",1,453,1439,32800,27900,4700,13600,43400,67300,3750,821,NA,0.126,2007
"359",1290,"Sierra College","CA",1,288,1027,38600,33500,4300,14900,54500,80900,4000,828,NA,0.06,2007
"360",21884,"Sierra Valley College of Court Reporting","CA",3,28,137,31400,29900,6300,15400,43300,55300,5970.5,146,NA,0.022,2007
"361",1291,"Simpson University","CA",2,102,570,39700,38900,5400,20200,55100,70000,11125,723,NA,0.022,2007
"362",1187,"College of the Siskiyous","CA",1,134,413,32700,28000,3700,13600,44100,64500,4234,571,NA,0.1,2007
"363",9509,"Charles A Jones Career and Education Center","CA",1,106,328,27000,24300,3000,10100,37200,53900,5125,52,NA,0.042,2007
"364",7713,"Skyline College","CA",1,118,552,47700,41100,8100,24400,64700,91700,3500,86,NA,0.083,2007
"365",1272,"San Bernardino Valley College","CA",1,565,1913,33500,28000,4700,13400,46100,67800,2625,403,NA,0.099,2007
"366",1302,"Saint Mary's College of California","CA",2,108,1101,69000,62200,15900,37300,88500,120600,11750,1444,NA,0.013,2007
"367",1292,"Solano Community College","CA",1,164,658,39100,32500,4700,15300,52800,76600,4000,632,NA,0.151,2007
"368",1156,"Sonoma State University","CA",1,190,1511,51400,49600,10400,27900,68400,88800,10500,2680,NA,0.019,2007
"369",25973,"South Baylo University","CA",2,49,100,34600,26900,2900,7600,45500,80000,11000,69,NA,0.043,2007
"370",22774,"South Coast College","CA",3,48,177,37600,35800,4800,15100,50900,72300,7452.5,298,NA,0.125,2007
"371",1293,"Vanguard University of Southern California","CA",2,67,522,47000,42600,6800,22000,63000,88800,11000.5,1138,NA,0.018,2007
"372",8071,"Concorde Career College-Garden Grove","CA",3,97,594,40900,38300,6400,22100,54600,78600,6680,929,NA,0.051,2007
"373",1294,"Southwestern College","CA",1,228,1404,38700,34800,7500,19600,52900,73700,2600,589,NA,0.107,2007
"374",1328,"University of Southern California","CA",2,409,4029,75200,65800,16500,39900,95600,130800,14500,5023,NA,0.004,2007
"375",25593,"United Education Institute-Huntington Park Campus","CA",3,857,3935,30700,27900,4900,13600,42200,58600,6625,5323,NA,0.225,2007
"376",8537,"Concorde Career College-San Bernardino","CA",3,185,1003,33300,30900,5100,16000,44500,59800,6625,1515,NA,0.059,2007
"377",7607,"Concorde Career College-North Hollywood","CA",3,143,861,47800,41100,9700,24100,64700,92900,6625,913,NA,0.052,2007
"378",1334,"Ventura College","CA",1,139,848,39100,35600,6100,18200,52800,74200,3500,515,NA,0.116,2007
"379",1335,"Victor Valley College","CA",1,349,1258,34900,28800,3500,12900,49500,71400,3750,888,NA,0.18,2007
"380",22427,"Berkeley City College","CA",1,162,387,31600,27100,2400,10700,45200,62900,6500,402,NA,0.107,2007
"381",1176,"West Hills College-Coalinga","CA",1,169,876,34500,28800,5200,14700,47100,66600,3500,381,NA,0.144,2007
"382",8596,"West Los Angeles College","CA",1,188,716,39600,33000,7100,16400,52300,74000,3500,337,NA,0.147,2007
"383",1338,"West Valley College","CA",1,150,569,44200,39900,6100,17100,63600,84300,3500,160,NA,0.079,2007
"384",9748,"Carrington College-Sacramento","CA",3,390,1989,33300,32800,5800,17100,45300,59600,7500,5587,NA,0.096,2007
"385",1341,"Westmont College","CA",2,56,418,56200,49600,8300,27700,69700,99900,11875,491,NA,0.003,2007
"386",1342,"Whittier College","CA",2,56,540,56400,53900,15000,35000,74900,92200,14000,617,NA,0.014,2007
